"","Sample","present.(gelE)","present.(fsrC)","present.(ace)","present.(sprE)","present.(fsrA)","present.(cpsE)","present.(cpsG)","present.(efaA)","present.(cpsA/uppS)","present.(cpsB/cdsA)","present.(GBAA_RS25985)","present.(bopD)","present.(EF0818)","present.(ebpA)","present.(ebpC)","present.(ebpB)","present.(srtC)","present.(cylI)","present.(EF3023)","present.(EF_RS14505)","present.(ecbA/fss3)","present.(fsrB)","present.(EF_RS01960)","present.(cpsJ)","present.(cpsC)","present.(cpsI)","present.(cpsF)","present.(cpsK)","present.(cpsH)","present.(fss1)","present.(EF0485)","present.(esp)","present.(EFME1162_RS23495)","present.(cylM)","present.(cylB)","present.(cylA)","present.(cylR1)","present.(cylL)","present.(cylR2)","present.(cylS)","present.(JJD26997_RS09925*)","present.(fss2)","present.(cpsD)","present.(EF0149)","present.(bee3)","present.(srt1)","present.(srt2)","present.(bee2)","present.(wcaJ)","present.(gndA)","present.(bee1)","present.(prgB/asc10)","present.(agn43)","present.(STU_RS16255)","present.(KPK_RS28635)","present.(asa1)","present.(cdiA)","present.(mrkF)","present.(ybtE)","present.(ybtQ)","present.(clbH)","present.(irp2)","present.(neuA)","present.(neuC)","present.(neuB)","present.(neuD)","present.(tcpC)","present.(icmF)","present.(mrkC)","present.(upaH)","present.(tssF)","present.(clbC)","present.(fliI)","present.(hek)","present.(tia)","present.(Z_RS14145)","present.(espL4)","present.(fes)","present.(clpV)","present.(clbB)","present.(upaG/ehaG)"
"45075","SRR21701319_CLEAN_REPAIRED_minContig2500_bin.1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45120","SRR21701320_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45165","SRR21701321_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45210","SRR21701322_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45252","SRR21701324_CLEAN_REPAIRED_minContig2500_bin.13","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45281","SRR21701327_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45313","SRR21701329_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45342","SRR21701330_CLEAN_REPAIRED_minContig2500_bin.12","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45371","SRR21701331_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45400","SRR21701332_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45429","SRR21701333_CLEAN_REPAIRED_minContig2500_bin.10","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45458","SRR21701334_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45487","SRR21701335_CLEAN_REPAIRED_minContig2500_bin.8","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45516","SRR21701339_CLEAN_REPAIRED_minContig2500_bin.3","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45552","SRR21701340_CLEAN_REPAIRED_minContig2500_bin.2","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45585","SRR21701345_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45627","SRR21701346_CLEAN_REPAIRED_minContig2500_bin.1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45658","SRR21701347_CLEAN_REPAIRED_minContig2500_bin.8","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45670","SRR21701348_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45695","SRR21701349_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45720","SRR21701351_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45786","SRR21701361_CLEAN_REPAIRED_minContig2500_bin.4","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45812","SRR21701362_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45876","SRR21701363_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45909","SRR21701364_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45947","SRR21701365_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45988","SRR21701366_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46021","SRR21701367_CLEAN_REPAIRED_minContig2500_bin.8","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46059","SRR21701368_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46108","SRR21701373_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46175","SRR21701387_CLEAN_REPAIRED_minContig2500_bin.10","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46217","SRR21701389_CLEAN_REPAIRED_minContig2500_bin.7","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46260","SRR21701390_CLEAN_REPAIRED_minContig2500_bin.5","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46305","SRR21701391_CLEAN_REPAIRED_minContig2500_bin.3","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46350","SRR21701392_CLEAN_REPAIRED_minContig2500_bin.5","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46393","SRR21701393_CLEAN_REPAIRED_minContig2500_bin.4","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46435","SRR21701394_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46482","SRR21701395_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","1","0","0","1","1","1","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46522","SRR21701396_CLEAN_REPAIRED_minContig2500_bin.2","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46567","SRR21701398_CLEAN_REPAIRED_minContig2500_bin.1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46587","SRR21701399_CLEAN_REPAIRED_minContig2500_bin.7","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46634","SRR21701400_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46677","SRR21701401_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46720","SRR21701406_CLEAN_REPAIRED_minContig2500_bin.1","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46761","SRR21701419_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46797","SRR21701420_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46832","SRR21701421_CLEAN_REPAIRED_minContig2500_bin.4","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46864","SRR3131694_CLEAN_REPAIRED_minContig2500_bin.2","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46913","SRR3131704_CLEAN_REPAIRED_minContig2500_bin.1","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46949","SRR3131710_CLEAN_REPAIRED_minContig2500_bin.7","0","0","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46986","SRR3131714_CLEAN_REPAIRED_minContig2500_bin.5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47028","SRR3131716_CLEAN_REPAIRED_minContig2500_bin.3","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47072","SRR3131718_CLEAN_REPAIRED_minContig2500_bin.3","1","1","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
